QMUXTXRX.
Cur Time : 4211.212000sec
drop count = 0, drop time = 0.000000sec, high water mark = 0

	TIME(sys)	STRING
18.129658	SHIMQMI 00 08 01 20 00 3f 00 01 0d 00 01 0a 00 00 08 24
18.129709	SHIMQMI 02 08 01 20 00 07 00 02 04 00 00 00 00 00
19.352511	SHIMQMI 04 03 01 4e 00 77 00 12 03 00 00 00 00 13 03 00
19.353149	SHIMQMI 00 03 01 4f 00 00 00
19.353374	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.373453	SHIMQMI 00 03 01 4f 00 00 00
21.373675	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.628606	SHIMQMI 00 09 01 40 00 04 00 13 01 00 03
21.629801	SHIMQMI 02 09 01 40 00 0b 00 02 04 00 00 00 00 00 13 01
21.669982	SHIMQMI 00 05 01 34 00 00 00
21.670331	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
21.671993	SSIPC_RX 08 00 02 00 0a 01 02 ff
21.678143	SSIPC_TX 08 00 00 ff 10 0c 03 01
21.678459	SSIPC_TX 11 01 00 02 0a 01 02 ff 47 39 35 35 55 53 51 55 37 44 54 46 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 52 45 56 31 2e 30 00 5b 00 00
21.784552	SSIPC_RX 0a 00 03 00 13 0b 05 01 00 00
21.792618	SHIMQMI 00 03 01 7d 00 00 00
21.792728	SHIMQMI 02 03 01 7d 00 07 00 02 04 00 01 00 4a 00
21.793607	SHIMQMI 00 03 01 41 00 00 00
21.793729	SHIMQMI 02 03 01 41 00 07 00 02 04 00 01 00 19 00
21.796686	SHIMQMI 00 03 01 39 00 00 00
21.796822	SHIMQMI 02 03 01 39 00 07 00 02 04 00 01 00 4a 00
21.797311	SHIMQMI 00 03 01 31 00 00 00
21.797561	SHIMQMI 02 03 01 31 00 1b 00 02 04 00 00 00 00 00 01 06
21.800606	SHIMQMI 00 03 01 34 00 00 00
21.800697	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
21.801292	SSIPC_RX 09 00 04 00 0d 1d 03 01 00
21.801340	SSIPC_TX 0c 00 00 04 80 01 02 0d 1d 03 00 80
21.803666	SHIMQMI 00 03 01 7d 00 00 00
21.803699	SHIMQMI 02 03 01 7d 00 07 00 02 04 00 01 00 4a 00
21.804360	SHIMQMI 00 03 01 39 00 00 00
21.804401	SHIMQMI 02 03 01 39 00 07 00 02 04 00 01 00 4a 00
21.804993	SHIMQMI 00 03 01 31 00 00 00
21.805024	SHIMQMI 02 03 01 31 00 1b 00 02 04 00 00 00 00 00 01 06
21.807854	SSIPC_RX 2b 00 05 00 13 01 03 05 00 59 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
21.807891	SSIPC_TX 0c 00 00 05 80 01 02 13 01 03 00 80
21.808559	SHIMQMI 00 03 01 34 00 00 00
21.808602	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
21.813745	SSIPC_RX 2b 00 06 00 13 01 03 05 00 59 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
21.813779	SSIPC_TX 0c 00 00 06 80 01 02 13 01 03 00 80
21.815993	SSIPC_RX 08 00 07 00 0a 0c 05 00
21.818862	SSIPC_RX 08 00 08 00 0a 0f 05 01
21.819106	SSIPC_TX 09 00 00 ff 08 38 03 21 00
21.819762	SHIMQMI 00 03 01 50 00 95 00 10 0f 00 0e c4 bf ba b5 b0
21.820313	SHIMQMI 02 03 01 50 00 07 00 02 04 00 00 00 00 00
21.821132	SHIMQMI 00 03 01 02 00 04 00 12 01 00 01
21.821172	SHIMQMI 02 03 01 02 00 07 00 02 04 00 00 00 00 00
21.822162	SHIMQMI 00 03 01 4d 00 00 00
21.822458	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
21.822958	SHIMQMI 00 03 01 03 00 4d 00 10 01 00 01 13 01 00 00 14
21.823017	SHIMQMI 02 03 01 03 00 07 00 02 04 00 00 00 00 00
21.823516	SHIMQMI 00 03 01 4f 00 00 00
21.823600	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.824949	SHIMQMI 00 03 01 70 00 0b 00 01 08 00 00 00 00 00 00 00
21.825024	SHIMQMI 02 03 01 70 00 07 00 02 04 00 00 00 00 00
21.825571	SHIMQMI 00 03 01 ac 00 00 00
21.825895	SHIMQMI 02 03 01 ac 00 07 00 02 04 00 01 00 4a 00
21.826183	SHIMQMI 00 03 01 4d 00 00 00
21.826240	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
21.826764	SHIMQMI 00 03 01 4f 00 00 00
21.826801	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.846494	SSIPC_RX 08 00 09 00 0a 0f 05 01
21.848034	SHIMQMI 00 03 01 50 00 95 00 10 0f 00 0e c4 bf ba b5 b0
21.848088	SHIMQMI 02 03 01 50 00 07 00 02 04 00 00 00 00 00
21.848823	SHIMQMI 00 03 01 02 00 04 00 12 01 00 01
21.848857	SHIMQMI 02 03 01 02 00 07 00 02 04 00 00 00 00 00
21.849280	SHIMQMI 00 03 01 4d 00 00 00
21.849341	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
21.850511	SHIMQMI 00 03 01 03 00 4d 00 10 01 00 01 13 01 00 00 14
21.850568	SHIMQMI 02 03 01 03 00 07 00 02 04 00 00 00 00 00
21.851322	SHIMQMI 00 03 01 4f 00 00 00
21.851360	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.852758	SHIMQMI 00 03 01 70 00 0b 00 01 08 00 00 00 00 00 00 00
21.852788	SHIMQMI 02 03 01 70 00 07 00 02 04 00 00 00 00 00
21.853142	SHIMQMI 00 03 01 ac 00 00 00
21.853236	SHIMQMI 02 03 01 ac 00 07 00 02 04 00 01 00 4a 00
21.855161	SHIMQMI 00 03 01 4d 00 00 00
21.855219	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
21.856355	SHIMQMI 00 03 01 4f 00 00 00
21.856391	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.863189	SSIPC_RX 08 00 0a 00 0a 0f 05 01
21.863633	SHIMQMI 00 03 01 50 00 95 00 10 0f 00 0e c4 bf ba b5 b0
21.863677	SHIMQMI 02 03 01 50 00 07 00 02 04 00 00 00 00 00
21.864203	SHIMQMI 00 03 01 02 00 04 00 12 01 00 01
21.864236	SHIMQMI 02 03 01 02 00 07 00 02 04 00 00 00 00 00
21.864781	SHIMQMI 00 03 01 4d 00 00 00
21.864837	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
21.865427	SHIMQMI 00 03 01 03 00 4d 00 10 01 00 01 13 01 00 00 14
21.865480	SHIMQMI 02 03 01 03 00 07 00 02 04 00 00 00 00 00
21.865856	SHIMQMI 00 03 01 4f 00 00 00
21.865892	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.867712	SHIMQMI 00 03 01 70 00 0b 00 01 08 00 00 00 00 00 00 00
21.867740	SHIMQMI 02 03 01 70 00 07 00 02 04 00 00 00 00 00
21.868645	SHIMQMI 00 03 01 ac 00 00 00
21.868732	SHIMQMI 02 03 01 ac 00 07 00 02 04 00 01 00 4a 00
21.869178	SHIMQMI 00 03 01 4d 00 00 00
21.869235	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
21.869997	SHIMQMI 00 03 01 4f 00 00 00
21.870033	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
21.964449	SHIMQMI 00 09 01 41 00 04 00 13 01 00 01
21.964618	SHIMQMI 02 09 01 41 00 0b 00 02 04 00 00 00 00 00 13 01
22.005404	SHIMQMI 00 03 01 34 00 00 00
22.005457	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
22.008126	SHIMQMI 00 03 01 4d 00 00 00
22.008191	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
22.016758	SHIMQMI 00 03 01 4d 00 00 00
22.016816	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
22.270479	SSIPC_RX 08 00 0b 00 02 18 03 00
22.270673	SSIPC_TX 0c 00 00 0b 80 01 02 02 18 03 00 80
22.461272	SHIMQMI 00 03 01 94 00 00 00
22.461508	SHIMQMI 02 03 01 94 00 0b 00 02 04 00 00 00 00 00 10 01
22.518200	SHIMQMI 00 09 01 03 00 04 00 14 01 00 01
22.518289	SHIMQMI 02 09 01 03 00 07 00 02 04 00 00 00 00 00
22.521446	SHIMQMI 00 03 01 34 00 00 00
22.521537	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
22.859117	SHIMQMI 00 03 01 34 00 00 00
22.859250	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
23.869116	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b0 ec 8e ff b8 ff
23.869739	SHIMQMI 00 03 01 4f 00 00 00
23.869824	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
25.307652	SHIMQMI 00 03 01 34 00 00 00
25.307796	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
25.472614	SHIMQMI 00 03 01 34 00 00 00
25.472732	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
26.403896	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b2 ec 8b ff ae ff
26.404701	SHIMQMI 00 03 01 4f 00 00 00
26.404757	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
26.979243	SHIMQMI 00 05 01 34 00 00 00
26.979333	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
31.526505	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b1 ec 89 ff a8 ff
31.528564	SHIMQMI 00 03 01 4f 00 00 00
31.528648	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
31.992183	SHIMQMI 00 05 01 34 00 00 00
31.992292	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
32.116460	SSIPC_RX 08 00 0c 00 0a 0f 05 01
32.120421	SHIMQMI 00 03 01 50 00 95 00 10 0f 00 0e c4 bf ba b5 b0
32.120566	SHIMQMI 02 03 01 50 00 07 00 02 04 00 00 00 00 00
32.121632	SHIMQMI 00 03 01 02 00 04 00 12 01 00 01
32.121737	SHIMQMI 02 03 01 02 00 07 00 02 04 00 00 00 00 00
32.124556	SHIMQMI 00 03 01 4d 00 00 00
32.124710	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
32.128412	SHIMQMI 00 03 01 03 00 4d 00 10 01 00 01 13 01 00 00 14
32.128534	SHIMQMI 02 03 01 03 00 07 00 02 04 00 00 00 00 00
32.129106	SHIMQMI 00 03 01 4f 00 00 00
32.129213	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
32.132399	SHIMQMI 00 03 01 70 00 0b 00 01 08 00 00 00 00 00 00 00
32.132463	SHIMQMI 02 03 01 70 00 07 00 02 04 00 00 00 00 00
32.136378	SHIMQMI 00 03 01 ac 00 00 00
32.136617	SHIMQMI 02 03 01 ac 00 07 00 02 04 00 01 00 4a 00
32.140330	SHIMQMI 00 03 01 4d 00 00 00
32.140474	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
32.146452	SHIMQMI 00 03 01 4f 00 00 00
32.146544	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
32.163087	SHIMQMI 00 03 01 4d 00 00 00
32.163226	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
32.171345	SHIMQMI 00 03 01 4d 00 00 00
32.171498	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
32.178496	SHIMQMI 00 03 01 4d 00 00 00
32.178628	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
32.188549	SHIMQMI 00 03 01 4d 00 00 00
32.188679	SHIMQMI 02 03 01 4d 00 7e 00 02 04 00 00 00 00 00 12 03
37.003846	SHIMQMI 00 05 01 34 00 00 00
37.003951	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
40.485609	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 ba ec 87 ff a6 ff
40.487832	SHIMQMI 00 03 01 4f 00 00 00
40.487918	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
41.777326	SHIMQMI 00 03 01 4f 00 00 00
41.777423	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
42.015686	SHIMQMI 00 05 01 34 00 00 00
42.015788	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
44.323003	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 bb ec 8a ff 98 ff
44.323726	SHIMQMI 00 03 01 4f 00 00 00
44.323811	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
46.885409	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 ba ec 8c ff 92 ff
46.886879	SHIMQMI 00 03 01 4f 00 00 00
46.886965	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
47.021923	SHIMQMI 00 05 01 34 00 00 00
47.022028	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
52.027162	SHIMQMI 00 05 01 34 00 00 00
52.027229	SHIMQMI 02 05 01 34 00 07 00 02 04 00 01 00 34 00
54.575794	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 ba ec 8f ff 86 ff
54.576860	SHIMQMI 00 03 01 4f 00 00 00
54.576945	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
66.452970	SSIPC_RX 09 00 0d 00 0a 59 05 00 04
66.453105	SSIPC_TX 0e 00 00 ff 0a 59 03 00 01 00 0f 5d 9b 01
67.846449	SHIMQMI 00 05 01 3d 00 0e 00 01 01 00 01 10 07 00 01 00
67.848878	SHIMQMI 02 05 01 3d 00 07 00 02 04 00 00 00 00 00
67.862129	SHIMQMI 00 05 01 3c 00 05 00 01 02 00 01 00
67.862509	SHIMQMI 02 05 01 3c 00 07 00 02 04 00 00 00 00 00
67.877645	SHIMQMI 00 05 01 3d 00 0e 00 01 01 00 01 10 07 00 01 00
67.880842	SHIMQMI 02 05 01 3d 00 07 00 02 04 00 00 00 00 00
67.902335	SHIMQMI 00 05 01 3c 00 05 00 01 02 00 01 01
67.902699	SHIMQMI 02 05 01 3c 00 07 00 02 04 00 00 00 00 00
67.912281	SHIMQMI 00 05 01 3d 00 13 00 01 01 00 01 10 0c 00 02 00
67.915369	SHIMQMI 02 05 01 3d 00 07 00 02 04 00 00 00 00 00
67.920857	SHIMQMI 00 05 01 3c 00 05 00 01 02 00 01 01
67.921004	SHIMQMI 02 05 01 3c 00 07 00 02 04 00 00 00 00 00
67.945269	SHIMQMI 00 05 01 3d 00 13 00 01 01 00 01 10 0c 00 02 00
67.949770	SHIMQMI 02 05 01 3d 00 07 00 02 04 00 00 00 00 00
67.956066	SHIMQMI 00 05 01 3c 00 05 00 01 02 00 01 01
67.956201	SHIMQMI 02 05 01 3c 00 07 00 02 04 00 00 00 00 00
67.964352	SHIMQMI 00 05 01 3d 00 0e 00 01 01 00 01 10 07 00 01 00
67.969071	SHIMQMI 02 05 01 3d 00 07 00 02 04 00 00 00 00 00
67.974900	SHIMQMI 00 05 01 3c 00 05 00 01 02 00 01 01
67.975033	SHIMQMI 02 05 01 3c 00 07 00 02 04 00 00 00 00 00
84.861609	SSIPC_RX 07 00 0e 00 0f 14 02
84.861960	SSIPC_TX 15 00 00 0e 0f 14 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00
86.762621	SSIPC_RX 08 00 0f 00 0b 08 03 00
87.417894	SSIPC_TX 3c 00 00 ff 15 11 01 33 00 39 35 a2 42 02 00 00 27 00 00 00 65 72 72 2f 73 73 5f 6c 6f 67 2f 31 39 38 30 30 31 31 31 5f 31 33 35 30 34 35 2f 50 52 4f
87.422582	SSIPC_RX 14 00 00 00 15 11 04 00 00 00 00 a2 cc 00 00 00 00 00 00 00
87.423821	SSIPC_TX 14 0a 00 ff 15 04 01 0b 0a 03 00 a3 cc 00 00 00 00 0a 00 00 50 52 4f 54 4f 43 4f 4c 2e 0a 43 75 72 20 54 69 6d 65 20 3a 20 38 37 2e 34 32 32 30 30 30
87.431891	SSIPC_RX 14 00 00 00 15 04 04 00 00 00 00 a3 00 0a 00 00 00 00 00 00
87.432883	SSIPC_TX 14 0a 00 ff 15 04 01 0b 0a 03 00 a4 cc 00 00 00 00 0a 00 00 65 74 65 63 74 65 64 5f 6d 63 63 5f 70 65 72 5f 73 75 62 5b 30 5d 3d 33 31 30 2c 20 48 49
87.436733	SSIPC_RX 14 00 00 00 15 04 04 00 00 00 00 a4 00 0a 00 00 00 00 00 00
87.437721	SSIPC_TX 14 0a 00 ff 15 04 01 0b 0a 03 00 a5 cc 00 00 00 00 0a 00 00 5d 5b 53 53 5f 52 45 47 5d 20 4d 4d 52 5f 50 4c 4d 4e 5f 53 45 41 52 43 48 5f 41 42 4f 52
87.441592	SSIPC_RX 14 00 00 00 15 04 04 00 00 00 00 a5 00 0a 00 00 00 00 00 00
87.442486	SSIPC_TX c7 08 00 ff 15 04 01 be 08 00 00 a6 cc 00 00 00 b3 08 00 00 2e 63 09 31 38 35 39 09 5b 53 55 42 5f 31 5d 09 4d 4d 52 5f 52 45 47 5f 43 4e 46 20 20 63
87.444780	SSIPC_RX 14 00 00 00 15 04 04 00 00 00 00 a6 b3 08 00 00 00 00 00 00
87.444815	SSIPC_TX 10 00 00 ff 15 06 01 07 00 03 00 a7 cc 00 00 00
87.445601	SSIPC_RX 14 00 00 00 15 06 04 00 00 00 00 a7 00 00 00 00 00 00 00 00
87.670303	SSIPC_TX 97 01 00 ff 15 04 01 8e 01 00 0f ee cb 00 00 00 83 01 00 00 39 35 33 31 33 20 25 0a 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d
87.677249	SSIPC_RX 14 00 00 00 15 04 04 00 00 00 00 ee 83 01 00 00 00 00 00 00
87.677283	SSIPC_TX 10 00 00 ff 15 06 01 07 00 00 00 ef cb 00 00 00
87.677789	SSIPC_RX 14 00 00 00 15 06 04 00 00 00 00 ef 00 00 00 00 00 00 00 00
87.677874	SSIPC_TX 42 00 00 ff 15 11 01 39 00 00 00 f0 42 02 00 00 2d 00 00 00 65 72 72 2f 73 73 5f 6d 65 6d 5f 68 65 61 70 5f 70 72 6f 66 69 6c 69 6e 67 5f 31 39 38 30
87.682562	SSIPC_RX 14 00 00 00 15 11 04 00 00 00 00 f0 cb 00 00 00 00 00 00 00
87.682720	SSIPC_TX 0f 02 00 ff 15 04 01 06 02 00 00 f1 cb 00 00 00 fb 01 00 00 0a 43 75 72 20 54 69 6d 65 20 3a 20 31 39 38 30 2f 30 31 2f 31 31 20 31 33 3a 35 30 3a 34
87.686101	SSIPC_RX 14 00 00 00 15 04 04 00 00 00 00 f1 fb 01 00 00 00 00 00 00
87.686137	SSIPC_TX 10 00 00 ff 15 06 01 07 00 39 35 f2 cb 00 00 00
87.686656	SSIPC_RX 14 00 00 00 15 06 04 00 00 00 00 f2 00 00 00 00 00 00 00 00
95.169358	SHIMQMI 00 03 01 43 00 00 00
95.170384	SHIMQMI 02 03 01 43 00 7f 00 02 04 00 00 00 00 00 13 1d
98.095782	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 ba ec 90 ff 80 ff
98.096033	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 ba ec 8f ff 8c ff
98.096996	SHIMQMI 00 03 01 4f 00 00 00
98.097130	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
98.099982	SHIMQMI 00 03 01 4f 00 00 00
98.100029	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
100.664529	SSIPC_RX 07 00 10 00 0f 14 02
100.664841	SSIPC_TX 15 00 00 10 0f 14 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00
101.062989	SSIPC_RX 1c 00 11 00 0a 41 05 05 0c 00 00 00 00 00 06 00 08 00 04 00 06 00 00 00 01 00 00 00
101.745752	SHIMQMI 00 03 01 43 00 00 00
101.746314	SHIMQMI 02 03 01 43 00 7f 00 02 04 00 00 00 00 00 13 1d
113.459366	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 bc ec 8e ff 86 ff
113.460938	SHIMQMI 00 03 01 4f 00 00 00
113.460996	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
117.299483	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 ba ec 8e ff 88 ff
117.301891	SHIMQMI 00 03 01 4f 00 00 00
117.301980	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
118.579208	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b6 ec 8e ff 88 ff
118.579966	SHIMQMI 00 03 01 4f 00 00 00
118.580048	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
128.820008	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b6 ec 8b ff a0 ff
128.820841	SHIMQMI 00 03 01 4f 00 00 00
128.820932	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
136.499262	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b8 ec 8c ff 90 ff
136.500025	SHIMQMI 00 03 01 4f 00 00 00
136.500107	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
138.858125	SHIMQMI 00 03 01 34 00 00 00
138.859092	SHIMQMI 02 03 01 34 00 8f 00 02 04 00 00 00 00 00 10 01
190.259049	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b9 ec 8c ff 86 ff
190.261090	SHIMQMI 00 03 01 4f 00 00 00
190.261176	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
220.979268	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 bb ed 8d ff 7c ff
220.981790	SHIMQMI 00 03 01 4f 00 00 00
220.981852	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
221.174668	SSIPC_RX 08 00 12 00 0a 41 05 01
221.418412	SSIPC_RX 96 00 13 00 0a 41 05 04 00 01 01 00 89 7b 22 63 65 6c 6c 49 6e 66 6f 22 3a 32 2c 22 6e 65 69 67 68 62 6f 72 43 65 6c 6c 49 6e 66 6f 22 3a 31 2c 22 70
221.825323	SSIPC_RX 09 00 14 00 0a 41 05 03 04
221.825743	SSIPC_TX 9e 00 00 ff 0a 41 03 03 01 00 91 00 22 6d 63 63 22 3a 33 31 30 2c 22 6d 6e 63 22 3a 34 31 30 2c 22 74 61 63 22 3a 32 39 34 34 37 2c 22 67 6c 6f 62 61
221.890346	SSIPC_RX 09 00 15 00 0a 41 05 03 04
221.890689	SSIPC_TX 9e 00 00 ff 0a 41 03 03 01 00 91 00 22 6d 63 63 22 3a 33 31 30 2c 22 6d 6e 63 22 3a 34 31 30 2c 22 74 61 63 22 3a 32 39 34 34 37 2c 22 67 6c 6f 62 61
223.538774	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b4 ed 8d ff 7e ff
223.540921	SHIMQMI 00 03 01 4f 00 00 00
223.541011	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
224.824689	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b8 ed 8d ff 84 ff
224.827123	SHIMQMI 00 03 01 4f 00 00 00
224.827224	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
226.098962	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b5 ed 8d ff 8c ff
226.100485	SHIMQMI 00 03 01 4f 00 00 00
226.100578	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
244.018740	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b8 ed 8e ff 84 ff
244.019686	SHIMQMI 00 03 01 4f 00 00 00
244.019778	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
259.384507	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b8 ed 8e ff 88 ff
259.387234	SHIMQMI 00 03 01 4f 00 00 00
259.387331	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
277.304440	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b6 ed 8e ff 86 ff
277.306045	SHIMQMI 00 03 01 4f 00 00 00
277.306432	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
278.584548	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b7 ed 8e ff 88 ff
278.586822	SHIMQMI 00 03 01 4f 00 00 00
278.586921	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
279.858720	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b7 ed 8e ff 86 ff
279.860390	SHIMQMI 00 03 01 4f 00 00 00
279.860481	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
297.785047	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b6 ed 8e ff 88 ff
297.786382	SHIMQMI 00 03 01 4f 00 00 00
297.786565	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
300.344541	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b8 ed 8e ff 86 ff
300.347007	SHIMQMI 00 03 01 4f 00 00 00
300.347107	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
326.263779	SHIMQMI 00 03 01 43 00 00 00
326.264391	SHIMQMI 02 03 01 43 00 7f 00 02 04 00 00 00 00 00 13 1d
343.864948	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b8 ed 8e ff 88 ff
343.867648	SHIMQMI 00 03 01 4f 00 00 00
343.867743	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
351.538869	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b5 ed 8e ff 86 ff
351.540152	SHIMQMI 00 03 01 4f 00 00 00
351.540245	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
354.098406	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b7 ec 8e ff 88 ff
354.100087	SHIMQMI 00 03 01 4f 00 00 00
354.100168	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
355.378665	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b6 ec 8e ff 86 ff
355.380830	SHIMQMI 00 03 01 4f 00 00 00
355.380919	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
356.658472	SHIMQMI 04 03 01 51 00 0e 00 14 06 00 b6 ec 8e ff 8c ff
356.659224	SHIMQMI 00 03 01 4f 00 00 00
356.659322	SHIMQMI 02 03 01 4f 00 15 00 02 04 00 00 00 00 00 14 06
